900.000,16.870
902.000,17.230
904.000,17.014
906.000,16.951
908.000,17.266
910.000,16.933
912.000,17.179
914.000,17.287
916.000,16.973
918.000,17.216
920.000,17.371
922.000,17.327
924.000,17.373
926.000,17.173
928.000,17.413
930.000,17.117
932.000,17.203
934.000,17.204
936.000,17.480
938.000,17.501
940.000,17.253
942.000,17.384
944.000,17.264
946.000,17.568
948.000,17.213
950.000,17.358
952.000,17.285
954.000,17.354
956.000,17.376
958.000,17.405
960.000,17.299
962.000,17.571
964.000,17.608
966.000,17.405
968.000,17.635
970.000,17.693
972.000,17.756
974.000,17.389
976.000,17.601
978.000,17.746
980.000,17.470
982.000,17.789
984.000,17.570
986.000,17.750
988.000,17.586
990.000,17.536
992.000,17.689
994.000,17.644
996.000,17.817
998.000,17.777
1000.000,17.764
1002.000,17.628
1004.000,17.597
1006.000,17.611
1008.000,17.871
1010.000,17.668
1012.000,17.766
1014.000,17.882
1016.000,17.962
1018.000,17.757
1020.000,17.865
1022.000,18.103
1024.000,17.924
1026.000,17.862
1028.000,18.080
1030.000,17.893
1032.000,17.801
1034.000,17.791
1036.000,17.997
1038.000,17.918
1040.000,18.138
1042.000,18.172
1044.000,17.992
1046.000,18.223
1048.000,18.051
1050.000,18.011
1052.000,18.158
1054.000,18.176
1056.000,17.989
1058.000,18.082
1060.000,18.048
1062.000,18.268
1064.000,18.340
1066.000,18.384
1068.000,18.060
1070.000,18.025
1072.000,18.405
1074.000,18.266
1076.000,18.399
1078.000,18.341
1080.000,18.170
1082.000,18.422
1084.000,18.466
1086.000,18.275
1088.000,18.358
1090.000,18.417
1092.000,18.205
1094.000,18.388
1096.000,18.557
1098.000,18.193
1100.000,18.317
1102.000,18.491
1104.000,18.269
1106.000,18.340
1108.000,18.427
1110.000,18.305
1112.000,18.543
1114.000,18.520
1116.000,18.489
1118.000,18.652
1120.000,18.387
1122.000,18.508
1124.000,18.504
1126.000,18.460
1128.000,18.471
1130.000,18.418
1132.000,18.662
1134.000,18.569
1136.000,18.405
1138.000,18.484
1140.000,18.818
1142.000,18.698
1144.000,18.828
1146.000,18.809
1148.000,18.475
1150.000,18.862
1152.000,18.615
1154.000,18.739
1156.000,18.840
1158.000,18.814
1160.000,18.724
1162.000,18.722
1164.000,18.698
1166.000,18.888
1168.000,18.930
1170.000,18.743
1172.000,18.949
1174.000,18.776
1176.000,18.682
1178.000,18.682
1180.000,18.857
1182.000,18.679
1184.000,18.972
1186.000,18.850
1188.000,18.825
1190.000,18.892
1192.000,19.034
1194.000,18.922
1196.000,19.052
1198.000,18.784
1200.000,18.738
1202.000,19.006
1204.000,18.787
1206.000,18.963
1208.000,19.154
1210.000,18.999
1212.000,19.031
1214.000,19.023
1216.000,18.915
1218.000,19.070
1220.000,19.152
1222.000,18.837
1224.000,19.100
1226.000,18.993
1228.000,18.967
1230.000,19.186
1232.000,19.016
1234.000,18.942
1236.000,19.160
1238.000,19.211
1240.000,19.293
1242.000,19.248
1244.000,19.111
1246.000,19.189
1248.000,19.114
1250.000,19.262
1252.000,19.060
1254.000,19.244
1256.000,19.075
1258.000,19.119
1260.000,19.001
1262.000,19.388
1264.000,19.068
1266.000,19.133
1268.000,19.398
1270.000,19.198
1272.000,19.241
1274.000,19.385
1276.000,19.355
1278.000,19.177
1280.000,19.347
1282.000,19.098
1284.000,19.436
1286.000,19.112
1288.000,19.393
1290.000,19.388
1292.000,19.231
1294.000,19.292
1296.000,19.428
1298.000,19.201
1300.000,19.406
1302.000,19.443
1304.000,19.398
1306.000,19.514
1308.000,19.208
1310.000,19.345
1312.000,19.522
1314.000,19.285
1316.000,19.594
1318.000,19.221
1320.000,19.424
1322.000,19.526
1324.000,19.513
1326.000,19.362
1328.000,19.554
1330.000,19.260
1332.000,19.599
1334.000,19.289
1336.000,19.334
1338.000,19.576
1340.000,19.312
1342.000,19.579
1344.000,19.417
1346.000,19.529
1348.000,19.421
1350.000,19.429
1352.000,19.365
1354.000,19.403
1356.000,19.700
1358.000,19.457
1360.000,19.675
1362.000,19.556
1364.000,19.539
1366.000,19.644
1368.000,19.454
1370.000,19.662
1372.000,19.765
1374.000,19.557
1376.000,19.733
1378.000,19.495
1380.000,19.792
1382.000,19.791
1384.000,19.564
1386.000,19.742
1388.000,19.441
1390.000,19.559
1392.000,19.639
1394.000,19.745
1396.000,19.652
1398.000,19.792
1400.000,19.608
1402.000,19.654
1404.000,19.524
1406.000,19.802
1408.000,19.871
1410.000,19.511
1412.000,19.895
1414.000,19.834
1416.000,19.750
1418.000,19.629
1420.000,19.819
1422.000,19.805
1424.000,19.640
1426.000,19.892
1428.000,19.569
1430.000,19.624
1432.000,19.935
1434.000,19.771
1436.000,19.873
1438.000,19.729
1440.000,19.844
1442.000,19.742
1444.000,19.622
1446.000,19.694
1448.000,19.661
1450.000,19.930
1452.000,19.906
1454.000,19.991
1456.000,19.695
1458.000,19.868
1460.000,19.630
1462.000,19.621
1464.000,19.823
1466.000,19.661
1468.000,20.014
1470.000,19.991
1472.000,20.011
1474.000,19.689
1476.000,19.665
1478.000,19.650
1480.000,19.678
1482.000,19.685
1484.000,20.047
1486.000,19.854
1488.000,20.026
1490.000,19.923
1492.000,19.686
1494.000,19.958
1496.000,19.906
1498.000,19.714
1500.000,19.703
1502.000,19.846
1504.000,19.899
1506.000,20.090
1508.000,19.984
1510.000,20.018
1512.000,19.864
1514.000,20.002
1516.000,20.088
1518.000,19.738
1520.000,19.834
1522.000,20.006
1524.000,19.755
1526.000,19.987
1528.000,20.111
1530.000,20.077
1532.000,19.906
1534.000,20.063
1536.000,19.935
1538.000,20.101
1540.000,19.931
1542.000,19.785
1544.000,19.800
1546.000,19.959
1548.000,20.125
1550.000,19.783
1552.000,20.012
1554.000,19.804
1556.000,19.834
1558.000,19.840
1560.000,19.990
1562.000,19.912
1564.000,19.810
1566.000,19.809
1568.000,19.879
1570.000,19.972
1572.000,20.077
1574.000,20.102
1576.000,19.925
1578.000,20.143
1580.000,19.877
1582.000,19.978
1584.000,20.115
1586.000,19.962
1588.000,20.061
1590.000,19.950
1592.000,19.987
1594.000,19.996
1596.000,19.854
1598.000,19.792
1600.000,19.847
1602.000,20.165
1604.000,19.954
1606.000,20.102
1608.000,20.047
1610.000,19.849
1612.000,20.122
1614.000,19.948
1616.000,20.173
1618.000,20.081
1620.000,19.852
1622.000,20.023
1624.000,20.139
1626.000,19.914
1628.000,19.887
1630.000,19.881
1632.000,20.164
1634.000,20.175
1636.000,20.058
1638.000,19.872
1640.000,19.868
1642.000,20.152
1644.000,20.125
1646.000,19.820
1648.000,19.973
1650.000,19.960
1652.000,20.175
1654.000,19.969
1656.000,20.122
1658.000,20.064
1660.000,19.912
1662.000,19.986
1664.000,19.948
1666.000,19.970
1668.000,20.101
1670.000,19.875
1672.000,20.063
1674.000,20.112
1676.000,19.869
1678.000,20.090
1680.000,19.850
1682.000,19.954
1684.000,20.083
1686.000,19.992
1688.000,19.948
1690.000,19.967
1692.000,19.864
1694.000,19.874
1696.000,20.023
1698.000,19.990
1700.000,19.864
1702.000,19.966
1704.000,20.104
1706.000,19.870
1708.000,19.948
1710.000,20.089
1712.000,19.825
1714.000,19.812
1716.000,20.031
1718.000,19.979
1720.000,19.865
1722.000,20.072
1724.000,20.117
1726.000,20.065
1728.000,19.880
1730.000,20.015
1732.000,19.929
1734.000,19.878
1736.000,19.766
1738.000,19.783
1740.000,19.973
1742.000,19.933
1744.000,19.902
1746.000,19.903
1748.000,19.987
1750.000,20.021
1752.000,20.094
1754.000,20.029
1756.000,19.901
1758.000,19.873
1760.000,20.123
1762.000,19.808
1764.000,19.821
1766.000,19.813
1768.000,19.777
1770.000,19.918
1772.000,20.091
1774.000,20.014
1776.000,19.972
1778.000,20.009
1780.000,20.022
1782.000,19.884
1784.000,20.002
1786.000,19.888
1788.000,19.722
1790.000,19.967
1792.000,20.052
1794.000,20.048
1796.000,19.971
1798.000,19.977
1800.000,20.066
1802.000,19.972
1804.000,19.790
1806.000,19.779
1808.000,19.673
1810.000,19.674
1812.000,19.751
1814.000,19.736
1816.000,20.007
1818.000,20.018
1820.000,19.845
1822.000,19.880
1824.000,19.883
1826.000,20.016
1828.000,19.720
1830.000,19.643
1832.000,19.726
1834.000,19.696
1836.000,19.925
1838.000,19.682
1840.000,19.667
1842.000,19.790
1844.000,19.738
1846.000,19.619
1848.000,19.710
1850.000,19.703
1852.000,19.865
1854.000,19.686
1856.000,19.601
1858.000,19.795
1860.000,19.702
1862.000,19.714
1864.000,19.923
1866.000,19.576
1868.000,19.927
1870.000,19.833
1872.000,19.725
1874.000,19.787
1876.000,19.617
1878.000,19.716
1880.000,19.567
1882.000,19.660
1884.000,19.688
1886.000,19.651
1888.000,19.769
1890.000,19.781
1892.000,19.607
1894.000,19.729
1896.000,19.623
